operand_a,operand_b,operation,expected_result
0x3b86fc694fa86c9e,0x73baece48a571206,2,0x3382ec600a000006
0x6a933ee0ca0a296e,0xe0f4bab97753943a,4,0x8a678459bd59bd54
0x185581c7b471b4c0,0x0e445ca1bc448037,5,0x6000000000000000
0xd38a45f7bd38e9ed,0x817db9a23996ee1b,2,0x810801a23910e809
0x267a78733f62bf4c,0xe3067e4389570c75,3,0xe77e7e73bf77bf7d
0x441083c8f3718f42,0x9c1e753843b450de,8,0x0000000000000000
0xa0550d2303b4e838,0xe0ad49aba570ca9a,6,0x00000028154348c0
0x5f120430b9438c6e,0x2aab31b6cbd1e9f7,5,0x3700000000000000
0x4a14734e2132a94b,0xb75fa4fa9cbc46a1,0,0x01741848bdeeefec
0x11f48a5591f79570,0x2aaa9f1a992412e2,9,0x0000000000000001
0xe2cfb8534a61adf7,0x17654e92673ba3d4,3,0xf7effed36f7baff7
0x98f16fa56334adae,0xb9b9d683cee06304,8,0x0000000000000001
0x73dbffc0d483b4f3,0x11b45ed946eaa724,5,0x483b4f3000000000
0xe60440499c6665cb,0x231854b9b02dd110,8,0x0000000000000001
0xfebf384b0ff277fc,0xd13c7f97db307eeb,2,0xd03c38030b3076e8
0xb1b34dcb9c543f95,0xc1a69c141419769a,8,0x0000000000000001
0x72f2bd8454edfc75,0xa389953698db0954,4,0xd17b28b2cc36f521
0xed94b981895e59b3,0xb840c1a969a5303c,2,0xa800818109041030
0xe93d0b6d11d1228d,0xbd205f9cbee2fcb6,1,0x2c1cabd052ee25d7
0x5af610cf97dd08bf,0x83c155615dac8036,0,0xdeb76630f58988f5
0xf2e21912023fab30,0x06a6bbc0348f6059,5,0x24047f5660000000
0xf638c9ffa43d891e,0xb33cafaa9aefd5c9,7,0xfffb1c64ffd21ec4
0xfa8c94ab69811bcf,0xefa27a50b3acf861,5,0xd302379e00000000
0x090d560d7e4701f8,0x48ef97590437f41f,4,0x41e2c1547a70f5e7
0xbff728aefe5933f8,0x1ee7c858d836a805,6,0x05ffb94577f2c99f
0x87e042f5515ef4ab,0x3d81e6095e2c5950,3,0xbfe1e6fd5f7efdfb
0xd87c0cfcce0cd68d,0x1609241954d51801,4,0xce7528e59ad9ce8c
0xec2e1c3861288a2e,0xdc3089d688881028,7,0xffffffffffec2e1c
0x50e0e85e50c3cc75,0x703f93b81dd364ea,9,0x0000000000000001
0x03dcc3172a89d988,0x9b933785a7947221,0,0x9f6ffa9cd21e4ba9
0xcbaec6f6659038b6,0xb32481c899de3d53,4,0x788a473efc4e05e5
0x23b5c5db6e21cc72,0x16bb567f1d35e330,6,0x00000000000023b5
0xb0ed01032ba98226,0x04e0eec0acafde68,5,0xa982260000000000
0xe43485fcfc7431c3,0x51aac36a97538a61,9,0x0000000000000000
0x191b243fb3e27714,0x47f479bde5351467,6,0x0000000000323648
0x3bb4319c73a90273,0xe28a74ac2e1c64b0,8,0x0000000000000000
0x1cdc116057f4a72f,0xf594ddf1a3a42757,3,0xfddcddf1f7f4a77f
0x670ebeaab9fcdd9d,0xd7c6de3c917f4eda,8,0x0000000000000000
0x0b3c340f3a979bb5,0x6fc36c340f5e7236,2,0x0b0024040a161234
0x840aa052b36efd97,0xbd2ec4ce558b645e,9,0x0000000000000001
0x337c0802e1ba6318,0x6f10a0651d144cae,9,0x0000000000000001
0xfb50de2dc7052181,0xe96afb145c18851f,1,0x11e5e3196aec9c62
0xc84c947ddd0e170a,0x18877d60ca79161e,5,0x774385c280000000
0x8f476baa9eed49aa,0x9f26a6ef2b65023e,5,0x8000000000000000
0xcbca1f5362ad43f5,0x1aa340db0afa3c24,7,0xfffffffffcbca1f5
0x060e983daf6470e5,0x608943e14df37794,8,0x0000000000000001
0xcb54420d728705e3,0xd154de31a4d01aff,3,0xdb54de3df6d71fff
0x4bbf46647f9661be,0x122e9ee9c46c5623,0,0x5dede54e4402b7e1
0x0547611df5b12f8c,0x672b8deedef0d810,5,0x611df5b12f8c0000
0x22d12604660b7f39,0xf158a818f1c0f73b,1,0x31787deb744a87fe
0xcff19c0b946c4d49,0xe7cadad0ccdf4988,2,0xc7c09800844c4908
0x6bc80df443212554,0x133ba43e1b0542c7,3,0x7bfbadfe5b2567d7
0xa8f321b7e379976b,0x4488097dfd76c3c2,9,0x0000000000000000
0xa58fb582f2101efc,0x85748e1bb368d2bd,7,0xfffffffffffffffd
0x8e389f9cbf6e7b36,0x0b64cd62be5730b8,4,0x855c52fe01394b8e
0x62954bbe23656dfe,0xf4b1451d51778c1c,1,0x6de406a0d1ede1e2
0x5af589934d6755ca,0x2f2202ea47db4e1e,4,0x75d78b790abc1bd4
0xd5f601865b1b4bdc,0x8fbefab70b4a0af4,7,0xfffffffffffffd5f
0xd8acc94b36d3b94a,0x2be08291dcb099de,9,0x0000000000000000
0x21cdeb55035fab72,0x464a8cf2f8da9c15,0,0x68187847fc3a4787
0xfbc4e3f00a328422,0xb9e60bb8df3d05c2,2,0xb9c403b00a300402
0xd9f4110ca66ae00f,0xe9b96fb516e2a303,9,0x0000000000000001
0x99747fb3357310b7,0xa18020c914164cf3,9,0x0000000000000001
0xa10945cd03285d1d,0x4191e7186750c5b3,5,0xe8e8000000000000
0x7308a4f0a6c10e7f,0x7ee4b7ceb4e95ef3,7,0x0000000000000e61
0x249f75d5448ac034,0x0f49c43ef5a82000,2,0x0409441444880000
0x16713417b2b17d84,0xd520f87e80ad323d,3,0xd771fc7fb2bd7fbd
0x67c5998dffc208c4,0x0c96a4b2af861b15,0,0x745c3e40af4823d9
0x6754cffe828908db,0xf49df85f4d65b4d2,8,0x0000000000000000
0x11a3aa7a27a97762,0xc0eb5bc02a133e6f,4,0xd148f1ba0dba490d
0x2292bf1c631d5ca1,0x26e2fcab5c642fa6,3,0x26f2ffbf7f7d7fa7
0x0116df2c245624ad,0x4680f454a7364f5b,6,0x0000000022dbe584
0x9f959cc19dc4a73e,0xae64483ecee725c6,3,0xbff5dcffdfe7a7fe
0x2aa74fda47985b87,0x726c06b5bea4cf0d,3,0x7aef4fffffbcdf8f
0xbb4f2b715d3dc490,0x2c883c6ae8e65135,2,0x2808286048244010
0xdd3bf86bd246c62d,0x98016f0763f13f3f,9,0x0000000000000000
0xac2f0e264332b558,0x38cd930cfcf09454,6,0x00000ac2f0e26433
0x03a552f8d485313c,0x0e48fff78e7ad2d8,5,0xf8d485313c000000
0xcae4bbbf7db44dce,0x98fa761f20145f27,0,0x63df31de9dc8acf5
0x8f1bc3184d5fac87,0x6f475b85efb9249f,2,0x0f0343004d192487
0x82c5218f28a6883d,0x25357b9f5cc25671,3,0xa7f57b9f7ce6de7d
0x5cb9e4eb5cbf8938,0xafcf187e06ecfd9e,2,0x0c89006a04ac8918
0x7d0c1db2109f8b2c,0xacced3b7d88c5955,8,0x0000000000000000
0x3411490e679dc864,0xcbd3892df10a5410,8,0x0000000000000000
0x6ca9b0d204d3f690,0x0d8ce9bf535096c4,0,0x7a369a9158248d54
0x6bce9db1972c1d47,0x1abdb4df2de6a5e9,9,0x0000000000000000
0x019e7e75bb02449c,0xb2870410ac3a7aeb,5,0x1224e00000000000
0x35676bf523f3e3c9,0xd89fd4c5e89ccf2f,7,0x0000000000006ace
0xd25b227f79166bea,0x8e4e16c70316ab95,0,0x60a939467c2d177f
0xb7f5d97bd76d19a2,0xdb1955e3d4a41fb6,6,0x00000000000002df
0xd8b4cbf08355a897,0x0157ef4acc8ae520,9,0x0000000000000000
0xa150cdbc971983a1,0xa018b998fcb70c02,8,0x0000000000000000
0x137e0f18f37b4502,0xc70eccf71c70e0b0,2,0x030e0c1010704000
0x7253b555c7c67abd,0x8e0993b6fe1236a1,9,0x0000000000000001
0xed5c032b7a2db546,0xa47b47ea4c5f281d,0,0x91d74b15c68cdd63
0x05f724d4f4044dde,0x3853031c41597d55,8,0x0000000000000001
0x0e5099c5aadbb661,0x0c1860307e2786d5,3,0x0e58f9f5feffb6f5
0x11de84e724daa6eb,0x724428062119278a,7,0x000477a139c936a9
0x690373e9f49e5105,0x79e019734509c7be,6,0x0000000000000001
0x48250918cf1b1250,0x176868e1bd2bcdc9,7,0x002412848c678d89
0x1d5b4bf1fbcf0b94,0x5dcf80b6306f04ba,6,0x0000000000000007
0x587525d31a8424f6,0x8ed68e6d1995dfdb,8,0x0000000000000000
0x330824e4d00c84ce,0x6d0ad92453e97f5a,7,0x0000000cc2093934
0xbcca3c85be5631c4,0x59e00a472d936574,6,0x0000000000000bcc
0xae4995e36cd1a144,0xee5892a4bbc8134f,9,0x0000000000000001
0x4a362ce401565284,0x5fec263b2290e4ba,3,0x5ffe2eff23d6f6be
0xfbb538a3129fec42,0xf56e4f24aa982732,2,0xf124082002982402
0xb4e054c50e781cf6,0x030ea45c89c7a452,8,0x0000000000000001
0x1c6c601ba6033de7,0xaa51d2e73f3dfcd5,1,0x721a8d3466c54112
0x65781f65178df8bd,0x1b1a50310b5c075c,3,0x7f7a5f751fddfffd
0x5a80b1f56cd10384,0x66d5c19611fd83cb,2,0x4280819400d10380
0xb6590d9368f7490d,0x29ffc912ef1167e6,1,0x8c59448079e5e127
0xc1f8a7237038f4cc,0x0c9c8f9d0c590559,4,0xcd6428be7c61f195
0x5c8a10b6b214a229,0x6b3664090efa6ebb,0,0xc7c074bfc10f10e4
0xd09080b84eaa9535,0x37115c3dfe2c801e,2,0x101000384e288014
0xc73e6f2fee223aa1,0x31289545aad925f4,7,0xfffffffffffffc73
0x3a76324da73be52e,0x8ed8b7f197433101,1,0xab9d7a5c0ff8b42d
0xfb4c3ffc91e2c62b,0x108c129a14d5a5c1,7,0xfda61ffe48f16315
0x7112a3edc9caf74e,0x6b2b38f9e570a5cc,1,0x05e76af3e45a5182
0x7ab550a590151c97,0x8b1cc263c3d2704a,3,0xfbbdd2e7d3d77cdf
0x7bc3078d823c9eea,0x02dac23830cdc905,5,0x7860f1b04793dd40
0x4367ddda78868d13,0x4eec1c7456dd463a,3,0x4fefddfe7edfcf3b
0x8fd62baa2d6cf9f8,0xa65f7e118a0dc2f6,7,0xfffffffffffffe3f
0x4c7086c879789dab,0x028b81051fe8a176,1,0x49e505c3598ffc35
0xe220d2434ce4b4e5,0x15aa2abe2d6ca2bd,0,0xf7cafd017a5157a2
0x49e0f99abfe4d17f,0x8971eb8efeeb8369,8,0x0000000000000000
0x7cfd0d7654e4862a,0x59e7dbadffa2f792,6,0x00001f3f435d9539
0x80a8177a7fae0487,0xf99b51f1516cae80,0,0x7a43696bd11ab307
0x7c2adbec0a59f5d5,0x25cc03f4b5b9f74c,3,0x7deedbfcbff9f7dd
0xa148f63710ce3336,0x73341e44881af95f,7,0xffffffff4291ec6e
0x63c7f9016fbe4200,0x79a98738c1ae7e31,7,0x00000000000031e3
0x13a0cf9d2f547b3c,0x4bc70b408595419c,5,0xd2f547b3c0000000
0x8989f756285916ee,0x989e1e9027bccbd4,7,0xfffff8989f756285
0x460153ee8b24be2c,0xb7b684252deaf9b6,5,0x8b00000000000000
0xb523bb647c0035f6,0xcf044b9d654a4a40,6,0xb523bb647c0035f6
0x708bcfd6d901a198,0x595fd057c9f1704e,7,0x0001c22f3f5b6406
0xe881980a34c97a46,0xde0b88b7056a9c38,7,0xffffffffffffffe8
0x8990ca223a23875f,0x7f45f588035fb53c,2,0x0900c0000203851c
0x4efc1a860ecde660,0x8b11dea3bf612ca9,8,0x0000000000000000
0x8fb8f69aa850f8ad,0xdf1c405b2d765962,0,0x6ed536f5d5c7520f
0xb62e5ecdba9ef69b,0xe85d84c130bf6fbc,8,0x0000000000000001
0x2647731bb942ead3,0xc217d3c9f9a0a877,4,0xe450a0d240e242a4
0xd84367d98b841046,0xf791821eb896f03f,8,0x0000000000000001
0xf8f11db5ba9d1758,0xd3e3196ad1f6ca7f,1,0x250e044ae8a64cd9
0x56b7fb3e71835abe,0x2185e49e14000c58,1,0x353216a05d834e66
0xe7c905f94f2c46a4,0xde3cb705d228ee82,3,0xfffdb7fddf2ceea6
0x5446a7199ed6b581,0xa00abc8b701eb762,9,0x0000000000000001
0x898889595aee8b4f,0xe010562cfcd23ace,3,0xe998df7dfefebbcf
0xe1704ecf84098825,0x36988a02d7517d3c,5,0x5000000000000000
0x8e574f6456c13cee,0xa3abfddadbc4592c,5,0x13cee00000000000
0x984fc94a554728be,0x52d2dea083acde21,1,0x457ceaa9d19a4a9d
0xd9d8daf3f97f5189,0xbc63484ed5934488,3,0xfdfbdafffdff5589
0x5f951bd9fc23c7d4,0xaa304b881e96e71e,3,0xffb55bd9feb7e7de
0x1c70c2e2485fba55,0x5b3211a90f9d83f0,9,0x0000000000000001
0xee3d079d429cacee,0xe1751d8fa66e32ff,6,0x0000000000000001
0xeebc08921e7a6da3,0x68273a5369c72ffc,4,0x869b32c177bd425f
0xb54f4e92cba2a482,0x6b028e85ece12558,9,0x0000000000000000
0xfe8a34f56da76305,0x23327544a5a1d021,0,0x21bcaa3a13493326
0xc330768f89b99d22,0x654b924bbb9cd2ef,2,0x4100120b89989022
0xf5ef3cb62a6eda73,0xf2057900a6169687,5,0xf79e5b15376d3980
0x349b8368095b1e52,0x81f23e508bf9e4f7,0,0xb68dc1b895550349
0x013e8a9831a357f8,0x4dc8a832e1b1eaea,6,0x0000000000004fa2
0x73fca686e06d6e6e,0x9c751d2398dd76e9,8,0x0000000000000000
0x11dd1cffa5aff5e0,0x519a2917ff3b6fec,7,0x0000000000011dd1
0x3d8bfbe590009f0e,0xfd231a98d0b1551b,6,0x00000007b17f7cb2
0x78e436cc534a8662,0xaac8f9d066cf1937,7,0x00000000000000f1
0x83f2b2140d2e931a,0xc3f12a2d38c9b9d2,9,0x0000000000000001
0x61e0b90debb30ce9,0xf699e7999ce995a7,0,0x587aa0a7889ca290
0xb781665839d81fe1,0xdf3c70a4732b659e,1,0xd844f5b3c6acba43
0x6cfbcc6d34a40340,0x505fe6b8106fe379,7,0x0000000000000036
0x3a9c1c42647bb664,0x7e221d89a2178b0b,4,0x44be01cbc66c3d6f
0x89b027f4a9c96e6d,0xdf751021a845ff56,0,0x69253816520f6dc3
0x18e9728154fc3456,0xdf7c216a68fae2bd,9,0x0000000000000001
0x4fb2f32c5543fa5c,0x2dc871855ed7e42c,8,0x0000000000000000
0x7c6086447ab39082,0x0ff4a2a83a4b7e61,1,0x6c6be39c40681221
0x4a6d26a6817439cb,0x3f90f3f58ec773e6,4,0x75fdd5530fb34a2d
0xb031dce1b62f21fb,0x2c93a95b773e26ef,5,0x90fd800000000000
0xe8c385c7bb50d86b,0x02274194531f92aa,6,0x00000000003a30e1
0xf5c7ccf5cfea77e4,0x1762f690f958512d,0,0x0d2ac386c942c911
0xed4edff5aa07c0c0,0x902686e876efb221,7,0xfffffffff6a76ffa
0x204a295fda6bf76d,0x12236032b2bdea8e,7,0x00008128a57f69af
0xf4513dadf50345da,0x3374c1f915c4ab59,1,0xc0dc7bb4df3e9a81
0x0c54a4b12a894275,0x91ff0a7eec7c52bf,2,0x0054003028084235
0x7364c9ae4cc626df,0xe9f87625014ae166,2,0x6160402400422046
0x617c942372d7c3d6,0x8875b084b8d9ce4f,9,0x0000000000000001
0x7ad2e4138f52542e,0xf06734037eb732dc,3,0xfaf7f413fff776fe
0x89351f5818c223d9,0x92bce271709fb99c,7,0xfffffff89351f581
0xe6c5bae6adcf6f0d,0x1c6341f3e1e4e039,4,0xfaa6fb154c2b8f34
0x9269991298b77662,0x13e57cca05b46813,1,0x7e841c4893030e4f
0x39b7e6caa00effba,0x6fffbf66187d93d8,5,0xcaa00effba000000
0xfaee04780bbfc757,0xeb3dc6a575275a4a,4,0x11d3c2dd7e989d1d
0xb71a3c2fc3418182,0xce985c541a3944fa,3,0xff9a7c7fdb79c5fa
0x97034aaed84c0434,0x8465bf16a4428420,1,0x129d8b9834098014
0x63a99c9dc2edb5cc,0x978bc765c18b5ee2,0,0xfb356403847914ae
0x8830d4090ced6b39,0x8b23491c2e7a0ca5,0,0x13541d253b6777de
0x8ace26de5caefb07,0xbde1a75cd353c216,9,0x0000000000000001
0x92696658afe1c17e,0xca014c7e846c7fcd,7,0xfffc934b32c57f0e
0x4bd1415842ecfe74,0xc98916f50b6134c2,9,0x0000000000000001
0x547d633caebe6c31,0xee0bd59dc8dfe912,6,0x0000151f58cf2baf
0x703bbc6655949bfc,0x4ecfbbed4bde104e,2,0x400bb8644194104c
0x985c94ba05bc7c66,0xe08b4714bf52deff,1,0xb7d14da546699d67
0xd647ea60455f7860,0x3edda89c271fab0e,3,0xfedfeafc675ffb6e
0xfcbc73ed7fb9903a,0xe4283c1fe5cf8025,3,0xfcbc7fffffff903f
0xa1bccc039b3d27aa,0x645f2ff72d66e0c5,0,0x061bfbfac8a4086f
0x747ba017ef828518,0x765fd9e2ca78eebf,2,0x745b8002ca008418
0x731415dec3ce09bb,0x129a37bc8974a2d5,4,0x618e22624abaab6e
0xc59488a49c095083,0x2a60680cebc0520a,6,0x0031652229270254
0x1bb77f71ad312c39,0xf3ec4d491bbb7904,2,0x13a44d4109312800
0xf59e437cb2670e5e,0xb690c846d22cc04b,4,0x430e8b3a604bce15
0x09e849c07db525cd,0x0f540659c1d65fd7,3,0x0ffc4fd9fdf77fdf
0x29e34b9782c4f64f,0x674e0235a3809387,3,0x6fef4bb7a3c4f7cf
0xf0c9af436f25b471,0xa4e1b2a266d9b33f,2,0xa0c1a2026601b031
0x2f1f856b297e09ff,0x8f54733e87b5b521,4,0xa04bf655aecbbcde
0x8e0e76f7e269bec8,0xa0da2e00418c9729,2,0x800a260040089608
0x43c13aaa28d539e2,0x2b73d818a907dfe5,5,0x1aa73c4000000000
0x5ba946be3038c4dc,0x75ddb5a4ee5a7fdc,2,0x518904a4201844dc
0x61980791fa19e42a,0x95a07110c6935468,3,0xf5b87791fe9bf46a
0xf49395f4a91489e1,0xd9b5e3beb2b61397,2,0xd09181b4a0140181
0x8acfbc9eef1707c8,0x184835d53801dd24,2,0x0848349428010500
0xeda5cb7e2b8e329d,0x2d1633202cb61140,8,0x0000000000000001
0x9dc6d7d31d28afb1,0xcc66b31c58c65647,1,0xd16024b6c462596a
0x3c8408fda0684bb6,0x93cc5d063acd9b95,0,0xd0506603db35e74b
0x70a2d39652721c54,0xc13b1df047e3f3d8,4,0xb199ce661591ef8c
0x7b03208e5c4643c3,0xbe54341960eb6e06,3,0xff57349f7cef6fc7
0x1407c6cc56c6a0d8,0x03505fc441404f07,4,0x175799081786efdf
0x9e4689d48f251395,0xfa7762bb660716cb,6,0x0013c8d13a91e4a2
0x83f85eae17cecefe,0xd9b1385c2b451d74,7,0xfffffffffffff83f
0x5f5e7e5f64b75fde,0x92662b83b6a4333e,5,0x8000000000000000
0x1668747e7dda09f9,0x12c507af991e265a,8,0x0000000000000000
0xfbda8c6118f11fd0,0x105977a0379fdf58,7,0xfffffffbda8c6118
0x6ffb0a9d6ec666ac,0x69fbed25cb63c9d9,2,0x69fb08054a424088
0xf6e6807eb2ca25ba,0x96e62749a394a0df,6,0x00000001edcd00fd
0xab4339fe6068ad69,0x35d8ecc9c65b55a8,3,0xbfdbfdffe67bfde9
0x3dfb8d47dc7b8f4c,0xfd43e718fe1263ef,1,0x40b7a62ede692b5d
0xeb382f531aed6ac4,0x26399b6b1d8e4bf3,3,0xef39bf7b1fef6bf7
0x44d7ef88d3317ee5,0x9acb0d2fdf4d4835,3,0xdedfefafdf7d7ef5
0xcc170e9098afc93a,0x4c8b25f7a5b5dbd7,0,0x18a234883e65a511
0x8ccdd9ea8729dde0,0xc522b67cf8cd2fe6,8,0x0000000000000001
0x94384d7428a9c68a,0x924c183199bb1131,5,0x8d14000000000000
0xa6eaf07ffb32e9f1,0xbc9609c282a085d0,9,0x0000000000000001
0xa8972b853224cbd1,0xb8520c0e52fb9632,6,0x0000000000002a25
0x09778f000116e62d,0x23384e8b0ed7e9c2,3,0x2b7fcf8b0fd7efef
0x2708837df208da05,0x2a67e287d5371458,7,0x0000002708837df2
0xdef996f924ed3546,0x3f905072676b0b62,6,0x0000000037be65be
0x73795e5d9ef744aa,0x67d42df745c04e02,9,0x0000000000000000
0x944b5cd93af27522,0x83e1be6f672b5de7,1,0x10699e69d3c7173b
0x49b2331efd2fe8d0,0x121894280dbd475e,5,0xbf4bfa3400000000
0x5e30aec9df1b66f4,0x22433d7805eb66ed,8,0x0000000000000000
0x33e2acadf34e8512,0x40f95027c004b61b,9,0x0000000000000001
0x7e731d4631f0674a,0x66f9650e647a4fc9,4,0x188a7848558a2883
0xf8a25d86be85cc5b,0xbbb66d4eab7622ab,1,0x3cebf038130fa9b0
0xe8ee2896f67e8e3b,0x5c79a32c8189e18b,1,0x8c74856a74f4acb0
0xd1b1a18f9a40a5ba,0x2002b787d7aa874d,8,0x0000000000000001
0x3cb8ebc76e49b3df,0xe469cbcf7264b0c5,6,0x01e5c75e3b724d9e
0xdfb25c3baa316f44,0x452ad2c765c2d365,0,0x24dd2f030ff442a9
0x08ee54ee10cbed13,0x269fb25a8754cc59,1,0xe24ea293897720ba
0x3edba40359aa5d5b,0xe0bc4571cba4949b,0,0x1f97e975254ef1f6
0x977306ffda9f1ef9,0xe6b136dbc92a55f5,7,0xfffffffffffffcbb
0x9bf2bbb84f6acb32,0xc4a6a458dbfeb1ba,6,0x0000000000000026
0x8e58390e975160b5,0x77e93b55ba5fd544,3,0xfff93b5fbf5ff5f5
0xffd0a0e8b0ac29ab,0x385bb7ab044a5755,0,0x382c5893b4f68100
0x3b25207ff452b72a,0xbc71b00a069487a4,6,0x0000000003b25207
0xaaed63a2266a75e5,0xf1fa5f780d3652b0,9,0x0000000000000001
0x488b0d0faca5649c,0x0ce04d8d1548368b,3,0x4ceb4d8fbded769f
0xccf33ad5dd3e6b50,0x75fbfdbd5fa22d25,9,0x0000000000000000
0x0fac33ba41d3845c,0xdea7a575aac7548c,9,0x0000000000000001
0x0a3f61c2ea1fe1a1,0xaa4ef72f8e460eea,3,0xaa7ff7efee5fefeb
0xdbd424333a9a61bd,0xf126756f3efb5c76,2,0xd10424233a9a4034
0x3cb8bc181890f6e7,0xcbc44c4a38ba5021,5,0x3121edce00000000
0xde2ffae87f7d759f,0x0527e13f5fbee6c8,7,0xffde2ffae87f7d75
0x56ed750f9a785afc,0x50e3beab9596b2a0,7,0x0000000056ed750f
0x0b06f19b0c48f670,0x2e53c8600f00253b,9,0x0000000000000001
0x5b4a5df5e446863b,0x3c25df2e05b8b1c4,3,0x7f6fdfffe5feb7ff
0xe6f81182cb1e7285,0x6870402d0cfdc36c,6,0x00000000000e6f81
0xcba8590343b07b7a,0x6409354b87c25a79,2,0x4008110303805a78
0x5022697a88d9e447,0xc4c4e6cfc88d4b00,6,0x5022697a88d9e447
0xa7bb50b8d4b88c11,0x37b0e63a572faa36,0,0xdf6c36f32be83647
0x975cb7331217286c,0x82dc6b1a6c1cfe56,5,0xccc485ca1b000000
0xa1678618299c0505,0xd63a93168ddfba82,3,0xf77f971eaddfbf87
0x74ae830fa2db97a2,0x2acbf3936c5ab6dc,6,0x000000074ae830fa
0x52940e0bd57aa13f,0xa5678cadb356cdd3,7,0x00000a5281c17aaf
0x1e7039ef0ddfed93,0xdb5693f7172fe05b,4,0xc526aa181af00dc8
0xaa466e3a24b40221,0xe2e8a7c3a4fc7a8a,6,0x002a919b8e892d00
0x988fe6e4896ac3d3,0x39799775994ddab8,4,0xa1f671911027196b
0x25fb8e0e0aaf3584,0xac7e449e43649a11,0,0xd279d2ac4e13cf95
0xd75bb1400050418d,0x5b866e8a66415da7,9,0x0000000000000000
0x0e0502a3cbfde093,0x9b33b2e269fe5f06,7,0x0038140a8f2ff782
0x0173f854c7133e50,0x1e4f552148ff53d3,9,0x0000000000000001
0x8d9e97379bb0ad92,0x6e934cf0ade2b020,3,0xef9fdff7bff2bdb2
0x1c6d1662061e6de0,0x246708c239dd04fa,7,0x0000000000000007
0xecbf6ef802fbd91a,0x706cfb4fa02daebc,4,0x9cd395b7a2d677a6
0xf54ef7bb6d72f6ed,0x855904a9929d32ec,2,0x854804a9001032ec
0xdf8ee0ce235d8805,0xfd3b39bf8e236b1b,8,0x0000000000000001
0x96e5a4f963203ada,0x91b8d2193dd66ad3,5,0x27cb1901d6d00000
0x39250b00f14152c4,0x004fe8fcc036f73c,6,0x0000000000000003
0xc4df89daa142381c,0x696882105b79f16d,8,0x0000000000000001
0x95387f90ea67f35e,0x16768f60567e5150,1,0x7ec1f03093e9a20e
0x28978f268bec6b1c,0xc84c96ec5c5d1b10,1,0x604af83a2f8f500c
0x455adb468e78b3b0,0xa025185254f2d841,0,0xe57ff398e36b8bf1
0xd70233ba7327564e,0xc8f2f2b740b6bc50,9,0x0000000000000000
0xd01612cf5a7ef12f,0x3b66e9a47d1ba683,8,0x0000000000000001
0x140802e0cd00ab43,0x483aa84639bbfbea,8,0x0000000000000001
0x520d50dc20add3c7,0x27df546846ee7e2d,0,0x79eca544679c51f4
0x39a6bee3d9ab42d3,0x8efaec7a9d518029,8,0x0000000000000000
0x86f6fd45ce6338e6,0x114dd14405e7bc90,6,0x000086f6fd45ce63
0xae2df64c1569f699,0x4859664517471c21,2,0x0809664415411401
0x6baf630f0c528909,0x9cb5cb3562b4df89,7,0x0035d7b187862944
0x4f2e7cdada59770f,0x03d0d79e45723cb7,5,0x8780000000000000
0x16b6429ea57b3035,0xf0cb9bc7459ee765,3,0xf6ffdbdfe5fff775
0xabe3feac00423a08,0x6a5b6351465af364,1,0x41889b5ab9e746a4
0x118f5619df906bbf,0xa5475c6a46181c56,3,0xb5cf5e7bdf987fff
0x1db661c99cf206a1,0x787fdf90ac1ca8b4,3,0x7dffffd9bcfeaeb5
0x47e4ee52b7c02c05,0x9a36b66c2c47d43e,9,0x0000000000000001
0x8f981a98142c8f9f,0x2c276a456f2f97e6,4,0xa3bf70dd7b031879
0xcb9addfe2be32bd5,0xfbb48dacc8c70255,1,0xcfe65051631c2980
0xa857ae72aee078b2,0xf6569d323073225b,6,0x000000150af5ce55
0xe6df4ea20ba607a7,0xde3a263e1bd36dda,8,0x0000000000000000
0x8618dd09ea4c95a4,0xa8a3c84bc187d478,3,0xaebbdd4bebcfd5fc
0x4f339d3fc655555f,0x459674c7043fbe49,3,0x4fb7fdffc67fff5f
0xa171eebc8d78d8da,0xd59bdc1ae480dd42,2,0x8111cc188400d842
0x0abff915282e5d25,0x7f2d0538477114d2,9,0x0000000000000001
0x0fbcd6598254d3bc,0x258d1f939a117aec,0,0x3549f5ed1c664ea8
0x0ed87f2b237379f5,0x209c122f076df976,6,0x000000000000003b
0xe387ddf7c50d9ddb,0xe8b6be22c60a45db,4,0x0b3163d50307d800
0xcb428d4c5222791d,0x9d09287bfb7170c5,8,0x0000000000000000
0x1b050ad6c8f4802f,0x19ae481fa3a293a3,8,0x0000000000000000
0xb5d19b1062329d9b,0x7e97402962a81c72,5,0x766c000000000000
0x20cbe27c6eba5e1b,0xadbefc07b03d26dc,6,0x000000020cbe27c6
0xd8b8224d09d526c1,0x3d5214abefb5bd81,1,0x9b660da11a1f6940
0x37d56123c1fca091,0x16f45d0c02c3b490,5,0x6123c1fca0910000
0x42ed1738f8156bcc,0x3803da92da87961e,4,0x7aeecdaa2292fdd2
0xd68e465baf2c6f9e,0x1f14d17a797345d5,0,0xf5a317d6289fb573
0x8e1e358acc4ebc77,0x6d5f2d717e730df0,6,0x0000000000008e1e
0xdb7f10b4f8f6b722,0x53a1102eaf37bf6d,8,0x0000000000000001
0x89c999f4de50121a,0x708224acc146e020,4,0xf94bbd581f16f23a
0x92c059938995a18d,0xe7b1bf1f6ddba428,9,0x0000000000000001
0x9b4c229b3a6fdfb2,0xfe1a4b23d8a8b53c,6,0x0000000000000009
0xe8d764745e323109,0xee3df8260f590057,7,0xffffffd1aec8e8bc
